1297437077403885568	170861207
1297437077403885568	23970102
1297437077403885568	47293791
1297437077403885568	29458079
1297437077403885568	17995040
1297437077403885568	259001548
1297437077403885568	818876014390603776
1297437077403885568	314792669
1297437077403885568	21829541
1297437077403885568	471672239
17685258	46464108
17685258	21536398
17685258	18643437
17685258	589490020
17685258	1363683074
17685258	1006482620
17685258	138648277
17685258	14344823
17685258	711188856943411200
17685258	171632862
1275068515666386945	17685258
2535843469	17685258
1293657591034327043	17685258
1219693017071747072	17685258
1011811239050108931	17685258
115583588	17685258
1297484262258745349	17685258
1226195212965466124	17685258
1156632886650392576	17685258
1278326843750391809	17685258
15750898	2324715174
15750898	24030137
15750898	2336676015
15750898	192684124
15750898	789650815
15750898	2177831755
15750898	21713472
15750898	43710296
15750898	1608956600
15750898	378083197
855194021458739200	15750898
1267566832598290432	15750898
1290480067781332992	15750898
1307737310	15750898
1279902697991409664	15750898
1293213004448833537	15750898
893897330822438912	15750898
1277460997163364353	15750898
1282651967261741058	15750898
1296297121902206977	15750898
1659167666	1628313708
1659167666	726405625
1659167666	130868956
1659167666	26652768
1659167666	329721192
1659167666	2320792662
1659167666	1116993349712588800
1659167666	396721750
1659167666	450409264
1659167666	2394930295
893137540185718785	1659167666
1063858543	1659167666
26665819	1659167666
241640481	1659167666
235425056	1659167666
243412850	1659167666
18015033	1659167666
544303071	1659167666
248867144	1659167666
46571988	1659167666
1297609266623217664	47786101
1297609266623217664	816683274076614656
1297609266623217664	18166778
1297609266623217664	25073877
1297609266623217664	15745368
1297609266623217664	21010214
1297609266623217664	523248016
1297609266623217664	20975060
1297609266623217664	28628850
1297609266623217664	79316376
1280331862825676805	1297609266623217664
1172070454347145216	1297609266623217664
1283752256848957442	1297609266623217664
2279856378	1297609266623217664
207809313	18839785
207809313	1447949844
207809313	2990611686
1270288810404982785	207809313
719543998990413825	207809313
1297894141993660416	207809313
1296030293199970304	207809313
1297891866579316736	207809313
1297737737068359686	207809313
3318466525	207809313
1282530584795820032	207809313
1297778669734174720	207809313
1297560048244154368	207809313
24212655	22163436
24212655	22822903
24212655	18079567
24212655	95073890
24212655	23073321
24212655	15907720
24212655	46304507
24212655	70796498
24212655	36218435
24212655	16343974
3119634621	24212655
2303521501	24212655
789770725	24212655
1630282718	24212655
2157978521	24212655
1066786933	24212655
35251985	24212655
710952619	24212655
219080757	24212655
270466514	24212655
1485029462	121826912
1485029462	860647388
1485029462	589318756
1485029462	1399999848
1485029462	746343537168556033
1485029462	93184629
1485029462	349913203
1485029462	2172310018
1485029462	823860
1485029462	81797031
1239771403056021505	1485029462
1241977391020466178	1485029462
1221115155666407425	1485029462
1241765806809251840	1485029462
1248616030785556480	1485029462
23911267	1485029462
295074530	1485029462
984132692781527043	1485029462
1203313962919424001	1485029462
1216698341800562689	1485029462
849880970	25101996
849880970	14842061
849880970	53887085
849880970	2572862908
849880970	48425371
849880970	51220493
849880970	322029112
849880970	285399460
849880970	176348732
849880970	20823648
3847737501	849880970
899365863920476161	849880970
2391885198	849880970
90480218	849880970
582135529	849880970
813452466532601856	849880970
1014957495251595264	849880970
1035189379571101696	849880970
3449082081	849880970
56736305	849880970
2463494166	25322292
2463494166	396347682
2463494166	98471035
2463494166	314585133
15853310	2463494166
27897166	2463494166
158003964	2463494166
956769076533063681	2463494166
187169394	2463494166
26126464	2463494166
4675328594	2463494166
244503962	2463494166
2562155294	2463494166
45881971	2463494166
39555442	173838968
39555442	30164270
39555442	30565734
39555442	26069909
39555442	212630295
39555442	1215103309318696965
39555442	301796604
39555442	29576001
39555442	40607946
39555442	74375352
1434613447	39555442
422739923	39555442
324659946	39555442
622459110	39555442
166995936	39555442
187800957	39555442
115417406	39555442
184513168	39555442
480114905	39555442
32506562	39555442
480604244	331617619
480604244	36745514
480604244	320603385
480604244	825147122576158721
480604244	377343292
480604244	1612192412
480604244	3092352137
480604244	91312791
480604244	23615081
480604244	395218906
1274417989	480604244
1179833156926611456	480604244
2876267511	480604244
750000232662962177	480604244
2180668883	480604244
2325294440	480604244
570013053	480604244
1004320368	480604244
4703864969	480604244
104546658	480604244
764941707133812736	476848835
764941707133812736	3306686908
764941707133812736	59949396
764941707133812736	67686246
764941707133812736	5162861
764941707133812736	806344552718045184
764941707133812736	67418441
764941707133812736	57097104
764941707133812736	548078410
764941707133812736	2292804986
1256698712677666816	764941707133812736
1097962803154087936	764941707133812736
953485428740579328	764941707133812736
37821892	764941707133812736
557325215	764941707133812736
1266631287307108352	764941707133812736
328474134	764941707133812736
1181669482781126656	764941707133812736
757556461220356097	764941707133812736
156005263	764941707133812736
90868268	56561449
90868268	50769180
90868268	17995040
90868268	52544275
90868268	15513604
90868268	26487169
90868268	39344374
90868268	29458079
90868268	259379883
90868268	1367531
263208022	90868268
244223192	90868268
726414091	1009539276
726414091	440585960
726414091	3300701782
726414091	1727148654
726414091	333088304
726414091	369876329
726414091	154567275
726414091	17685258
726414091	747961900017692672
726414091	620571475
1295160263243517952	726414091
40146470	726414091
1294843572609581059	726414091
1289726056023367681	726414091
1259501093249339393	726414091
1293967283354730496	726414091
1213017831110873088	726414091
1294256117510483968	726414091
35154569	726414091
1263301215175180290	726414091
1280688197068972033	779898205
1280688197068972033	60941634
1280688197068972033	2325495378
1280688197068972033	1033695216887246849
1280688197068972033	823367015830323201
1280688197068972033	620571475
1280688197068972033	39349894
1280688197068972033	29458079
1280688197068972033	2156278138
1280688197068972033	48223726
1259663046710112256	1280688197068972033
60941634	1280688197068972033
177673457	505458119
177673457	1516711537
177673457	66935683
177673457	2938972718
177673457	17673635
177673457	2227695199
177673457	11855772
177673457	368992679
177673457	46128095
177673457	14499829
1297102115936976898	177673457
1230100851882000384	177673457
1297761578712932352	177673457
1297601226717007872	177673457
1294473250676699136	177673457
1295674174157910016	177673457
1295293497004580866	177673457
396460217	177673457
1288029124175392770	177673457
1297381875757924352	177673457
208120290	14342564
208120290	1603381488
208120290	1513753861
208120290	2227519598
208120290	17969699
208120290	28614550
208120290	80834534
208120290	36823
208120290	15368404
208120290	1603605517
114898691	208120290
36250660	208120290
267873943	208120290
826963801681563648	208120290
1295166419059974144	208120290
325135887	208120290
3061907312	208120290
1296431663786885121	208120290
1271146562928902146	208120290
785786094818201600	208120290
14108472	980439631
14108472	484569203
14108472	821639324
14108472	72060664
14108472	432992004
14108472	2948707558
14108472	2176029246
14108472	826361619898888192
14108472	272566276
14108472	1063156034
3143131055	14108472
1280943722755129344	14108472
1256256662442311680	14108472
69590891	14108472
854002390231633920	14108472
1274009461989027840	14108472
1074997405	14108472
856944943	14108472
1283777898382528513	14108472
165769855	14108472
30180137	54960992
30180137	18730233
30180137	203086196
30180137	19247844
30180137	34988284
30180137	224711631
30180137	72880490
30180137	46164460
30180137	34947001
30180137	14222518
991117995006156801	30180137
1196041326149554176	30180137
1296372996622483458	30180137
1289236242861875200	30180137
2879716491	30180137
1283501191700373507	30180137
1230054949683388416	30180137
1239111082339377152	30180137
2551081868	30180137
1287873598003314690	30180137
58579942	21149655
58579942	3121763914
58579942	233842454
58579942	19415893
58579942	227373977
58579942	25225138
58579942	65502117
58579942	20083388
58579942	210868588
58579942	811986281177772032
1058039744037306368	58579942
1297199874363076613	58579942
590205654	58579942
706648091617828864	58579942
4903106363	58579942
1148971184492429314	58579942
1207454546294906883	58579942
893544929221165056	58579942
1195966064	58579942
1284640898488233984	58579942
1447949844	2179662475
1447949844	1288175774
1447949844	726018260907360257
1447949844	141540809
1447949844	361802627
1447949844	1373957012
1447949844	735095544
1447949844	177886974
1447949844	1921946424
1447949844	129704894
1297941577826832384	1447949844
1297943549099433984	1447949844
1206800790565748736	1447949844
1297929490438303744	1447949844
1297945842385444864	1447949844
1297951053283909632	1447949844
1297938428416253952	1447949844
1289529425063809024	1447949844
1297928191558983685	1447949844
1297925423834312705	1447949844
36196023	1896104071
36196023	1395517302
36196023	2574705726
36196023	739794210
36196023	259889722
36196023	109471418
36196023	704527982409330688
36196023	128638562
36196023	2378257850
